Area,Bedrooms,Bathrooms,Floors,YearBuilt,Garage,Neighborhood,SalePrice
1210,3,1,3,1998,0,Urban,172400
511,2,1,2,1982,1,Rural,117650
2650,3,2,2,1998,0,Rural,244400
2213,4,3,2,1987,0,Suburban,249250
4766,2,2,3,2021,0,Urban,362100
4684,2,2,3,1992,1,Rural,349300
3918,4,2,3,2019,1,Suburban,344100
3782,2,1,3,1998,1,Rural,291000
4104,2,1,1,1959,0,Rural,275400
3147,4,3,1,1972,0,Urban,291450
4096,4,1,3,1982,1,Urban,331900
4482,1,2,3,1961,1,Suburban,324900
677,3,1,2,2018,0,Suburban,141750
3110,2,2,1,2007,0,Urban,265100
1053,4,2,2,1966,0,Suburban,169950
3889,4,3,3,1990,0,Suburban,338950
741,5,3,2,2011,1,Urban,207850
4499,3,1,3,1996,1,Urban,346250
1879,5,3,2,2017,0,Rural,246550
2096,2,3,1,1981,0,Suburban,216600
4029,4,3,2,1961,0,Urban,337250
2504,2,3,1,1955,1,Rural,234200
2446,1,1,2,2008,1,Urban,222200
1800,3,1,1,1976,1,Rural,185300
3589,2,2,2,1974,1,Suburban,289150
3895,3,2,2,1978,1,Suburban,315650
1570,4,1,2,2017,1,Urban,211100
4284,2,1,1,2016,0,Suburban,306500
2288,5,2,1,1960,0,Suburban,234900
4787,1,1,3,1982,0,Rural,316450
2272,5,2,1,2017,0,Rural,246200
4305,1,1,1,2018,0,Suburban,298150
2714,1,2,3,2007,1,Urban,255300
556,3,2,3,2022,1,Rural,161900
737,2,1,2,1972,1,Suburban,130950
1232,2,3,1,1984,0,Rural,169300
4389,4,3,2,1966,0,Urban,356750
3324,1,2,2,1954,1,Urban,264900
1727,5,1,1,2005,0,Suburban,205350
4737,5,3,2,1966,1,Rural,384150
2954,2,3,2,2001,0,Urban,275500
4805,5,3,2,2000,1,Suburban,402750
1267,4,1,1,2015,1,Urban,190350
3883,5,2,2,2005,0,Suburban,333150
2924,1,3,1,1984,0,Rural,243900
3924,4,1,2,1955,0,Urban,300200
1213,3,1,1,1983,0,Rural,148050
585,5,2,1,2014,0,Urban,170950
2078,1,1,3,2014,0,Rural,190600
2516,5,3,3,2015,1,Rural,292800
3986,4,2,1,1978,1,Urban,330200
3927,2,2,1,1955,1,Urban,300350
4214,3,2,3,1986,1,Rural,334000
1771,1,3,1,1965,1,Suburban,195550
4313,1,2,1,1996,0,Rural,301950
2124,4,2,2,2019,1,Urban,254400
2908,3,3,2,2001,1,Suburban,288200
3351,3,1,2,2003,1,Suburban,280950
1897,1,1,2,2019,1,Rural,188050
2465,5,2,1,1957,1,Suburban,252850
4656,2,2,2,2013,1,Urban,359200
3741,3,2,1,1988,0,Rural,290950
2030,5,2,3,1956,0,Suburban,230800
1274,3,1,1,1960,0,Rural,144200
2961,5,1,2,1983,0,Rural,260450
615,2,2,2,1972,0,Urban,134850
1849,2,2,2,1995,0,Rural,193450
3245,1,3,2,2014,1,Urban,293950
3743,3,3,2,2001,0,Rural,314950
3347,5,3,2,1996,1,Suburban,328650
1126,3,2,2,1970,1,Rural,169800
2139,3,3,3,1983,1,Suburban,249350
2722,2,3,2,1999,1,Suburban,268300
3445,4,2,3,1972,0,Rural,291350
2921,2,3,3,2013,1,Suburban,287450
736,1,1,2,1956,0,Rural,101100
3557,5,2,1,2014,0,Urban,319550
1467,4,3,3,1968,0,Suburban,211250
3331,4,2,1,1957,1,Urban,291150
4427,4,3,1,1973,0,Rural,345750
1519,5,3,2,1961,0,Rural,211750
2506,5,2,2,1967,1,Rural,257900
3393,2,1,2,1981,0,Urban,261450
2062,1,3,3,1981,0,Suburban,214900
1341,5,1,1,2021,1,Rural,195850
2703,5,1,1,1997,0,Urban,256750
1312,4,2,2,2004,1,Rural,199300
4399,5,1,1,1969,1,Suburban,338150
4261,3,3,1,1962,0,Urban,334150
3697,4,1,2,1992,1,Suburban,304950
2209,4,3,1,1957,0,Urban,240050
1564,4,2,1,1974,1,Suburban,202900
4781,1,3,2,1997,0,Suburban,350650
3008,2,2,3,1987,1,Urban,274000
2218,1,2,1,1954,1,Rural,194600
3832,2,1,2,1951,0,Suburban,269400
3093,1,1,2,1994,1,Urban,250350
1972,2,2,3,2002,0,Urban,216700
1198,3,2,3,1953,0,Suburban,168300
1444,2,2,3,1960,0,Urban,177700
636,5,1,2,2021,0,Urban,165600
1725,2,3,2,1963,0,Urban,202650
3202,3,3,2,2020,1,Suburban,308600
2704,3,1,2,2009,0,Suburban,240400
3826,3,2,3,1984,1,Suburban,319000
2728,1,3,2,2004,0,Suburban,250100
2956,3,2,1,1966,0,Rural,245100
4302,5,2,2,1980,0,Urban,351600
3599,2,1,1,1983,1,Rural,267350
4234,5,1,2,1984,0,Suburban,329400
2038,2,3,3,2012,0,Suburban,233000
2068,3,2,3,2016,0,Rural,225700
3770,2,2,3,2021,0,Urban,312300
4664,1,2,3,2018,0,Suburban,341100
1101,4,2,2,1951,1,Rural,172850
2564,1,3,1,1994,1,Rural,238900
4406,5,3,2,1977,0,Suburban,365900
1045,3,3,3,1950,1,Urban,189750
683,4,2,3,1992,1,Rural,169250
1337,1,2,3,2000,0,Urban,174350
2392,3,1,3,1991,1,Urban,239400
1888,4,1,2,1970,0,Rural,192900
2441,5,1,2,1983,0,Rural,234450
1957,1,3,3,2006,0,Rural,212150
3770,3,2,1,2009,0,Rural,298700
3300,4,1,3,2004,1,Urban,298700
3803,4,3,3,1985,1,Urban,348150
3270,4,2,1,2021,1,Rural,297300
1953,1,1,2,2016,1,Rural,189950
4135,5,2,2,2021,0,Rural,345550
3786,5,1,2,2021,0,Suburban,318100
1672,2,2,2,1982,0,Urban,190700
2211,2,1,2,1992,1,Suburban,210650
1280,5,3,1,1971,1,Rural,207800
1528,3,1,2,1995,0,Rural,172400
2750,4,1,1,1992,0,Rural,237600
4649,3,3,2,1977,1,Urban,373050
4883,3,1,1,1990,1,Rural,343650
4169,3,2,2,1977,0,Rural,314050
1568,4,1,3,1968,0,Rural,181300
783,3,2,3,1976,1,Rural,159450
1332,1,3,1,1994,1,Rural,177300
3988,3,2,2,1979,1,Suburban,320600
4867,5,2,3,1981,0,Rural,375150
3712,1,2,2,1993,0,Urban,286000
1416,2,2,2,2017,1,Suburban,193400
1070,3,3,3,1961,0,Rural,174300
3299,5,3,3,1999,0,Suburban,322150
2594,1,3,3,2014,0,Rural,246400
3738,4,2,1,1962,1,Rural,303000
1120,3,1,1,1974,0,Rural,140700
1270,2,3,3,2022,1,Rural,202600
3847,5,1,1,1993,0,Suburban,307750
2114,1,1,3,2005,0,Suburban,194700
564,4,3,3,1954,0,Rural,156900
4198,1,3,3,1978,1,Suburban,330800
701,4,1,3,2013,0,Urban,161450
4737,5,3,1,2004,1,Urban,400550
3669,1,1,2,1968,0,Urban,261350
3364,1,3,2,2022,1,Rural,292300
1657,1,2,3,1966,0,Rural,170150
2809,5,1,2,2006,0,Suburban,264750
601,1,2,3,1971,0,Suburban,123850
876,1,3,2,2010,0,Suburban,159300
705,1,3,2,1978,0,Rural,136150
4224,3,2,3,1982,1,Urban,343300
2557,1,2,3,1959,0,Rural,213050
4163,5,1,2,1971,1,Rural,326950
2134,5,1,2,1952,0,Suburban,214800
1560,1,3,3,1974,0,Rural,182700
3323,4,3,1,2017,1,Urban,323750
1389,1,2,1,1960,0,Urban,154950
2062,3,1,1,2004,0,Suburban,201800
3695,2,2,3,2021,1,Urban,318550
4998,2,3,3,2019,1,Suburban,393100
1310,3,2,2,1986,0,Urban,183800
1558,4,2,1,1963,0,Suburban,189300
1760,1,3,2,2007,1,Suburban,212600
3046,1,3,2,1965,1,Suburban,264300
1011,5,3,2,1953,1,Suburban,198950
2346,1,2,1,1997,0,Rural,203900
4912,3,3,2,1957,1,Rural,370200
4898,1,1,2,1967,1,Suburban,327500
1625,5,1,1,1963,0,Suburban,187650
4160,3,3,1,1990,0,Urban,337500
4677,2,3,3,2005,1,Suburban,372850
1157,5,1,3,2010,0,Rural,183350
552,5,3,3,2012,0,Urban,193700
4940,1,1,1,1993,1,Urban,337400
1608,4,3,2,1952,0,Rural,203500
1486,2,3,2,1981,0,Urban,196100
710,3,3,2,1974,1,Urban,175200
1275,3,1,3,1999,0,Rural,165950
1414,5,3,1,1982,0,Urban,217800
4778,4,3,2,1956,1,Rural,373200
1005,1,1,1,1993,0,Rural,120650
3798,2,3,3,1982,1,Suburban,322000
2357,3,2,1,2021,1,Urban,251650
4688,2,3,1,1951,1,Suburban,347200
4925,3,3,3,1999,1,Rural,388450
2737,3,3,1,1995,1,Suburban,272850
3413,3,2,1,2011,0,Urban,291450
3501,3,3,1,1978,0,Urban,300950
760,5,2,3,1957,0,Suburban,167600
1209,2,2,3,2018,0,Suburban,178350
2451,1,3,3,2012,1,Suburban,253650
2870,3,1,2,1953,0,Urban,236900
587,5,2,2,1974,1,Suburban,169050
3889,5,1,3,1985,0,Suburban,317450
3794,3,3,3,1989,0,Suburban,323900
3234,1,2,2,2003,0,Suburban,260100
2756,4,2,3,1976,1,Urban,278100
1572,2,1,2,1962,1,Rural,164700
4107,4,2,3,1999,0,Rural,332550
4421,5,3,2,1981,1,Rural,372850
3469,1,2,3,2019,1,Suburban,291650
2810,5,3,3,2016,0,Rural,297800
3777,3,3,3,2004,1,Rural,332550
4252,1,2,1,1967,1,Urban,310200
4068,1,2,2,1980,1,Urban,309900
4469,5,2,2,2020,1,Urban,381950
3217,1,2,1,2000,1,Suburban,263350
1988,3,1,2,2009,1,Urban,219600
2158,4,3,2,1968,0,Suburban,240800
2567,5,3,3,2003,0,Rural,281750
3115,2,2,1,1993,0,Rural,251150
3517,5,1,3,1982,1,Rural,302950
1631,5,2,3,1957,0,Rural,206150
2687,4,3,1,1965,1,Rural,266350
770,3,3,3,1998,0,Urban,180400
2096,2,3,1,1973,0,Suburban,214200
4026,5,2,2,1955,0,Suburban,325300
4879,2,1,3,1974,1,Suburban,343650
865,3,2,2,1993,0,Suburban,158650
3031,5,2,1,2002,1,Rural,289650
502,4,3,1,2014,1,Rural,171800
3551,3,2,1,1990,1,Rural,292050
1283,3,2,3,2010,1,Urban,204650
2711,1,1,2,1972,0,Urban,214650
4983,1,3,3,2005,1,Suburban,378150
1532,2,2,2,1992,0,Suburban,181700
2559,1,2,1,1952,1,Rural,211050
4669,4,1,1,1954,0,Suburban,327150
737,2,3,2,1956,1,Rural,151150
4383,1,3,3,1960,0,Rural,319650
3679,2,3,1,1979,1,Urban,310150
2485,1,3,2,2014,0,Rural,235950
1962,5,2,1,1976,1,Rural,228400
1371,5,2,1,1989,1,Suburban,207750
1721,3,2,3,2021,0,Rural,209850
2166,4,1,1,1950,0,Suburban,200800
3936,3,2,3,2018,1,Urban,339700
2156,3,1,3,2006,0,Suburban,217100
1631,3,1,1,1981,1,Urban,188350
2471,4,1,1,1990,1,Urban,243050
1310,4,1,3,2003,1,Rural,188900
555,3,2,3,2012,1,Rural,158850
4023,5,2,2,1996,0,Urban,342450
3162,5,3,2,1959,0,Suburban,298300
3779,2,3,1,1992,0,Suburban,304050
2033,5,1,2,1954,1,Suburban,220350
4511,2,1,3,1979,1,Rural,321750
1433,4,3,3,1989,0,Rural,210850
1162,5,1,1,1974,1,Urban,182800
4345,3,2,1,1967,1,Suburban,329850
3523,2,3,1,1961,1,Rural,286950
3177,4,2,1,2009,0,Suburban,284050
643,4,1,2,2012,0,Urban,153250
3775,2,2,2,2004,1,Urban,312450
4824,2,2,2,2017,0,Urban,358800
739,1,1,1,1952,0,Urban,105050
2504,1,3,3,1958,0,Suburban,230100
4269,1,1,2,2008,1,Rural,303350
4746,2,3,2,1996,0,Urban,363600
3896,4,2,2,2006,1,Suburban,334100
1302,4,2,1,2022,0,Rural,189200
852,2,1,1,1959,1,Urban,132800
2474,1,3,2,2017,0,Urban,246300
1633,3,1,2,1964,0,Urban,178350
1563,1,1,3,1990,0,Rural,157650
1895,4,3,1,1995,1,Rural,235750
2048,2,1,3,1998,0,Urban,204300
2030,2,3,3,1978,1,Urban,237400
552,5,2,2,1998,0,Rural,159500
3651,4,3,2,1985,0,Urban,325550
3286,3,1,3,1959,0,Urban,264500
1644,3,3,2,1958,0,Rural,197100
2612,3,3,3,1986,1,Rural,268900
795,5,1,3,1993,1,Suburban,175150
3489,5,3,1,2016,1,Rural,331750
2080,1,2,2,1966,0,Suburban,191300
2925,3,2,3,1951,1,Suburban,264050
3127,3,1,3,1963,1,Suburban,262750
4662,2,3,2,2016,0,Urban,365400
2093,3,2,1,1960,0,Suburban,205150
1009,1,3,1,1963,1,Urban,161850
2391,5,3,3,1971,1,Rural,273350
1961,4,1,3,1954,1,Rural,206750
2499,4,1,3,1983,0,Urban,242350
2470,4,1,2,1962,1,Urban,239600
2051,1,1,1,1999,0,Rural,174750
4351,1,3,1,2009,0,Rural,322750
601,5,3,2,2008,1,Urban,199950
1960,5,1,1,2000,1,Suburban,225500
3346,2,1,2,1956,0,Rural,241600
1233,1,3,2,1967,0,Urban,169250
3592,2,3,1,1956,0,Rural,278900
2934,4,2,1,1966,1,Suburban,269000
1032,4,1,3,2022,1,Urban,190700
591,4,1,1,2012,0,Urban,145650
2319,2,3,1,1968,1,Urban,238850
1656,3,3,1,1966,1,Suburban,210100
1004,5,1,3,1992,1,Rural,180300
2695,5,2,3,2008,1,Suburban,289650
1433,2,3,1,1972,0,Urban,185750
1755,2,1,3,2002,0,Rural,180850
1383,3,1,3,1984,0,Rural,166850
3736,4,1,3,1973,1,Suburban,306200
4909,2,3,3,2019,0,Urban,383650
3204,4,1,2,1997,1,Urban,286800
4559,3,2,3,1984,1,Urban,360650
4818,5,3,3,1977,1,Suburban,401500
2609,2,3,2,1970,1,Rural,248950
2923,3,3,3,2019,0,Urban,294350
3146,2,3,2,1961,1,Urban,283100
1778,1,2,1,1975,0,Urban,178900
889,1,1,1,1987,0,Urban,123050
2148,5,3,1,1975,0,Urban,252400
1265,4,3,3,1981,1,Urban,220050
847,2,2,3,1960,0,Urban,147850
4073,3,3,2,1991,0,Suburban,333450
1845,4,1,2,1982,0,Suburban,199350
3505,2,3,3,1992,0,Suburban,300350
3064,4,3,2,1973,1,Rural,292600
829,2,2,3,1983,0,Suburban,148850
4034,4,2,2,1983,0,Urban,329100
4293,2,3,3,1959,0,Urban,334850
1473,4,1,2,1990,0,Rural,178150
1745,1,2,3,1996,0,Suburban,188550
2737,3,2,1,1952,0,Suburban,234950
3119,4,3,1,2022,1,Suburban,310050
704,5,3,2,1980,0,Urban,186700
2759,4,3,3,1955,0,Suburban,271950
4684,3,2,1,1962,1,Urban,350300
3502,3,1,2,1994,0,Urban,280800
862,2,2,3,1975,0,Urban,153100
3942,5,3,1,1950,1,Rural,334600
831,2,3,3,2013,1,Rural,177950
3468,1,2,3,1986,1,Suburban,281700
921,1,1,1,2010,0,Rural,121550
1262,1,3,3,1986,0,Rural,171400
3283,5,3,2,2004,0,Suburban,317850
3257,5,3,3,1975,1,Suburban,322850
748,5,1,1,2007,0,Urban,162000
4046,4,2,1,1979,0,Urban,323500
982,3,2,2,1957,1,Urban,168700
3975,1,2,1,1982,1,Suburban,295850
4358,3,1,2,2011,0,Urban,328700
3732,3,3,3,2020,0,Suburban,330100
2795,3,2,1,1969,0,Urban,247950
4914,1,2,1,1976,0,Suburban,331000
3511,2,3,1,1957,1,Urban,295150
1199,2,3,3,2013,1,Suburban,201350
4591,4,3,2,1981,0,Urban,371350
4327,4,1,1,1975,1,Suburban,326350
2447,2,2,3,2003,1,Rural,240750
4361,2,1,2,1984,1,Suburban,315750
1867,1,2,1,1958,1,Suburban,183250
622,1,1,3,2004,1,Rural,124800
1249,3,3,1,2004,0,Suburban,191150
4914,2,2,3,1994,0,Suburban,356400
2097,2,1,1,1976,0,Suburban,185150
1085,5,1,1,1985,1,Rural,172250
1043,4,1,2,1960,0,Rural,147650
2700,3,1,3,1951,1,Urban,242800
3203,4,3,1,1975,1,Urban,305150
514,5,3,1,1954,0,Rural,154400
1966,5,1,1,2011,1,Suburban,229100
3875,5,2,3,1955,0,Rural,317750
744,3,1,1,2020,1,Rural,145700
3114,5,2,3,2002,1,Suburban,308800
1398,5,1,2,1962,0,Urban,186000
1978,2,1,2,1988,0,Urban,192800
1882,2,1,2,1971,1,Rural,182900
551,2,3,3,1991,0,Rural,147350
2558,5,3,1,1995,0,Urban,278900
2774,5,2,3,1953,0,Suburban,267100
2661,1,3,1,2013,1,Rural,249450
4108,3,2,3,2015,1,Urban,347400
1103,4,1,2,1999,0,Urban,172350
4543,2,2,3,1976,1,Rural,337450
3992,3,2,1,2013,1,Rural,321000
3498,4,2,1,1984,1,Suburban,302600
4092,1,3,1,1981,1,Urban,321400
1504,3,3,1,2005,0,Suburban,204200
3628,1,1,3,2013,0,Suburban,272800
3634,4,1,3,1967,0,Rural,284300
2311,3,2,1,2007,1,Urban,245150
1314,2,1,2,1980,1,Urban,167200
1031,5,2,1,2017,1,Rural,194150
1258,5,1,2,1974,1,Urban,192600
505,4,3,3,1990,0,Urban,174750
1084,1,3,3,1975,1,Rural,169200
4176,3,2,3,1953,0,Urban,322200
2034,4,1,2,1955,0,Urban,205700
1984,5,1,1,2006,1,Suburban,228500
4951,4,1,3,1954,0,Urban,356250
2766,1,2,3,1967,0,Suburban,230900
2914,5,2,1,1975,1,Rural,275700
1060,5,3,1,2005,0,Urban,207000
4959,3,3,3,1993,0,Suburban,383350
1913,4,2,3,1963,1,Urban,232050
1818,4,3,2,1998,0,Suburban,232800
3052,3,3,1,1993,0,Suburban,278000
3360,3,3,1,1956,0,Suburban,282300
1577,5,2,3,2018,0,Urban,231750
3366,2,2,1,1953,0,Rural,251700
2334,2,3,2,2008,0,Suburban,241600
3026,1,2,2,1991,0,Suburban,246100
1221,1,2,1,2008,1,Suburban,165950
1744,3,1,1,1954,1,Suburban,180900
1845,4,3,3,1995,0,Suburban,238250
1245,2,3,1,1971,0,Rural,166050
1377,3,2,3,2011,1,Rural,199650
633,5,2,3,1964,1,Urban,178350
1547,5,3,1,1958,0,Suburban,212250
2924,2,1,1,1989,1,Rural,235400
3199,5,1,3,1951,1,Rural,277750
1962,4,3,2,1958,0,Suburban,228000
1847,2,2,3,2014,0,Urban,214050
1864,2,1,1,1986,1,Suburban,186500
1731,1,3,2,1995,1,Suburban,207550
4761,3,1,1,2021,1,Suburban,351850
4205,2,3,1,1982,0,Urban,327350
4582,1,3,2,2007,1,Suburban,353700
2079,3,3,1,1984,1,Rural,231650
3919,1,2,3,1988,1,Urban,309850
2517,3,2,2,1977,0,Urban,241450
4517,1,1,2,1952,1,Urban,308950
3537,4,3,2,2001,1,Urban,334650
1261,4,2,1,2004,1,Suburban,196750
4472,3,2,2,1971,1,Suburban,342400
1098,2,3,2,1997,0,Suburban,176500
2702,5,2,2,2011,0,Rural,270900
4243,2,1,1,2004,0,Urban,305850
916,3,2,2,2021,1,Rural,174600
3933,5,3,3,1957,0,Urban,346250
3917,5,1,1,2015,0,Suburban,317850
3064,1,1,1,1958,0,Urban,223100
1582,2,2,1,2002,0,Urban,187200
1087,3,2,2,1969,0,Rural,157550
3307,2,1,2,1963,0,Urban,251750
4158,1,1,2,1957,0,Rural,272500
2723,1,1,2,1952,0,Suburban,204250
4917,2,1,2,1958,0,Suburban,325750
2683,1,3,1,1982,1,Rural,241250
2521,4,1,3,2021,1,Suburban,259850
4113,5,2,3,1996,1,Urban,361950
2869,5,2,3,1965,0,Urban,280450
1859,5,1,3,1966,0,Suburban,210250
1280,5,2,3,2012,0,Suburban,210100
2036,4,1,1,2005,1,Suburban,220800
670,2,3,1,2016,1,Suburban,165800
4724,2,3,1,1966,1,Suburban,353500
3227,3,3,3,1971,0,Rural,285150
4992,5,2,1,1997,1,Rural,386200
2608,5,1,3,2013,1,Urban,276800
2158,5,2,1,1998,1,Urban,254800
2295,4,2,3,2008,1,Suburban,259650
3285,2,2,1,1987,1,Urban,277850
896,5,3,2,1992,0,Urban,199900
1303,1,3,2,2010,0,Suburban,180650
3504,1,3,1,1950,1,Urban,282700
4269,3,2,1,1977,0,Urban,324050
3789,2,1,2,2017,0,Rural,282050
1154,1,2,3,1971,0,Rural,146500
2376,3,2,1,1995,0,Suburban,229800
767,1,1,3,1964,0,Rural,110050
1592,2,2,2,1990,1,Urban,199100
1968,1,1,3,2002,1,Suburban,196500
1821,3,2,2,1983,0,Rural,198450
1997,1,3,3,1985,1,Rural,217850
3579,3,1,1,1959,1,Rural,269150
2254,3,1,1,1978,0,Urban,208600
2008,5,3,3,1990,0,Suburban,254900
1321,5,3,3,1990,1,Suburban,230550
4475,4,2,3,1989,1,Urban,367950
2635,2,1,3,2014,1,Suburban,243450
1664,4,2,1,1952,1,Urban,206300
3072,3,2,1,2009,0,Rural,263800
1186,1,2,3,2003,1,Urban,177700
1474,3,1,1,2014,1,Suburban,185400
3787,5,1,3,1999,1,Urban,331550
1005,5,3,1,1956,1,Rural,189550
2270,1,3,1,1958,1,Rural,213400
573,2,1,3,1976,1,Suburban,128950
1080,2,3,2,1977,0,Rural,164600
3640,4,3,2,2019,0,Rural,325200
722,5,2,3,1953,1,Suburban,174500
4507,2,3,2,1980,0,Rural,336850
1396,4,3,3,1958,1,Suburban,214700
2933,3,1,3,1961,0,Urban,247450
4452,5,3,1,1977,1,Suburban,373200
2669,4,2,1,1957,1,Urban,258050
1232,3,1,1,2007,0,Urban,166200
1964,2,2,3,2017,0,Rural,210800
1322,3,3,2,2019,0,Rural,199300
956,4,3,1,1984,0,Urban,185500
2711,1,3,1,1980,0,Suburban,237050
3834,3,1,2,1970,0,Rural,280200
2639,4,1,2,1973,0,Rural,231350
4349,4,2,2,1951,0,Rural,325250
2883,3,1,3,1990,1,Rural,253650
813,1,1,1,2002,0,Rural,113750
3149,5,3,3,1983,1,Rural,314850
2389,2,3,2,1964,1,Urban,246150
4379,5,3,2,2022,1,Urban,393050
1989,2,1,1,1959,1,Suburban,184650
2164,4,1,3,1952,1,Suburban,221300
3108,2,2,3,2017,0,Urban,278000
3032,3,2,1,1992,1,Urban,276700
1155,3,2,1,1960,0,Suburban,158250
4218,4,2,1,1979,1,Rural,332100
4482,2,3,1,1975,1,Urban,349100
3174,1,3,3,1962,0,Suburban,264800
4515,3,1,2,1987,0,Suburban,324350
700,3,2,1,2010,1,Suburban,160500
637,4,3,2,1962,1,Suburban,172950
3563,2,3,1,2021,0,Urban,306950
1575,1,1,3,1965,1,Suburban,165750
2248,2,1,3,1985,1,Rural,210400
1975,3,2,3,1963,1,Suburban,220150
3913,5,2,3,1953,1,Suburban,334050
4404,4,2,2,1964,1,Urban,351900
4731,1,3,2,2010,1,Rural,357050
3646,2,2,1,2014,1,Urban,304000
948,3,1,3,1975,1,Rural,152400
568,5,3,3,1976,0,Suburban,178700
4132,4,1,1,1951,1,Suburban,309400
1690,1,2,2,1999,1,Rural,186700
2240,2,1,1,2006,1,Suburban,211300
4232,1,1,1,2001,0,Rural,284400
2519,4,2,1,1954,0,Suburban,234650
3692,2,2,3,1963,0,Urban,291000
4392,3,1,1,1951,1,Rural,307400
596,3,2,2,1969,0,Urban,143000
4972,5,1,2,1979,0,Rural,359800
2014,2,3,3,2022,1,Urban,249800
1576,1,2,3,2009,0,Urban,189000
508,5,3,1,1959,0,Rural,155600
3552,2,2,2,1991,1,Suburban,292400
750,2,1,2,1967,0,Rural,115100
859,3,1,2,2013,0,Rural,144350
2896,2,1,1,1964,1,Suburban,231500
623,2,1,1,1961,0,Rural,101950
4794,3,3,2,2021,1,Urban,393500
1328,5,3,2,2007,1,Rural,226000
1934,5,1,1,2006,1,Urban,231000
2577,2,1,2,1984,0,Urban,221550
1615,4,1,1,1982,0,Rural,177850
1095,3,1,3,1957,1,Urban,164350
3586,5,1,2,2005,1,Urban,318300
3202,4,1,3,1978,1,Suburban,281000
3007,3,2,2,1967,1,Urban,272950
2244,2,2,1,1987,0,Suburban,210800
522,3,2,1,1986,0,Suburban,134400
825,4,2,3,2017,0,Rural,173850
762,3,1,2,2000,1,Suburban,150600
4000,1,3,3,1982,1,Rural,317100
2085,2,2,1,2008,0,Suburban,209150
932,3,3,1,2022,0,Urban,185700
1059,4,3,1,2011,0,Urban,198750
3055,1,1,1,1986,0,Rural,221050
4644,2,3,2,1962,1,Rural,348300
2202,1,1,3,1963,0,Rural,181500
2988,1,2,2,1959,1,Rural,239600
4823,5,1,3,1981,0,Rural,357950
713,5,3,1,1951,1,Suburban,178450
2165,5,3,1,2001,0,Suburban,256050
3155,2,3,2,1985,0,Suburban,275750
3978,2,1,2,2017,1,Rural,301500
4315,4,3,3,1989,1,Suburban,369950
3297,3,3,2,2005,0,Rural,293850
1541,3,2,1,1975,0,Urban,187050
2891,1,3,3,1999,1,Suburban,271750
2871,4,1,3,1984,1,Suburban,266250
1583,5,2,3,2002,0,Rural,217250
3225,3,1,2,2021,1,Urban,285050
2450,2,2,2,1956,1,Urban,231800
1347,5,1,2,1966,0,Rural,174650
1044,3,2,3,1984,0,Suburban,169900
4653,2,1,1,1961,1,Rural,313450
4389,2,2,2,2003,1,Suburban,337850
2611,5,1,1,1967,0,Urban,243150
2672,5,3,2,1985,0,Suburban,281600
2608,2,3,1,1991,0,Urban,250200
879,4,2,3,2019,1,Urban,197150
1661,2,3,3,1986,1,Urban,221350
565,2,3,2,1983,0,Urban,150650
1297,2,1,1,1953,1,Suburban,148250
2316,5,1,1,2011,0,Rural,231600
1131,5,1,1,1978,1,Suburban,177450
1867,2,1,2,1957,1,Rural,177950
4275,2,2,1,1999,0,Suburban,315950
3758,1,3,3,1957,1,Urban,307500
726,4,3,2,2009,1,Suburban,191500
691,2,2,2,1974,0,Rural,129250
3299,2,3,3,2018,1,Urban,312850
1649,1,3,2,1999,0,Urban,199650
3503,5,3,1,2012,0,Rural,321250
4045,3,1,2,1953,1,Rural,295650
4694,1,1,3,1969,1,Rural,317900
4939,5,2,2,1971,0,Urban,380750
519,5,2,1,2010,1,Suburban,171450
4200,1,1,3,1968,1,Suburban,297900
2906,4,2,1,1987,1,Suburban,273900
932,5,2,2,2018,1,Urban,204500
1499,3,2,2,1963,0,Suburban,181350
3158,4,3,1,1965,0,Suburban,284900
3034,1,3,3,1971,0,Rural,255500
4462,5,2,2,2013,0,Suburban,364500
4925,5,3,1,1972,0,Suburban,385350
2190,2,3,2,2003,0,Suburban,232900
834,4,2,3,1972,0,Rural,160800
3053,3,3,2,1973,1,Rural,282050
3010,5,2,1,1989,0,Rural,274700
2550,3,3,1,1977,1,Suburban,258100
3216,3,2,3,2013,1,Urban,302200
2722,2,3,3,2014,1,Suburban,277800
2371,3,1,3,2014,0,Urban,235250
2104,3,1,2,2014,0,Urban,216900
2056,2,1,3,2015,1,Rural,209800
2845,4,3,2,2007,1,Suburban,296850
2665,4,1,3,1995,1,Rural,254250
1288,4,1,1,1955,0,Urban,163400
1141,1,2,1,1986,1,Urban,160350
4801,1,2,1,2013,0,Urban,341450
3606,2,3,2,2005,0,Urban,309300
1951,3,2,2,1953,1,Rural,205950
3489,1,3,3,2020,0,Rural,292950
2804,4,1,3,1967,0,Urban,252800
2729,3,3,3,1987,1,Rural,275050
4803,5,3,2,1988,0,Urban,394050
1378,4,1,2,1989,1,Rural,183100
4212,4,2,1,2004,1,Rural,339300
2889,3,1,3,1964,1,Rural,246150
2112,4,3,3,2013,0,Urban,262000
4973,2,3,1,1980,0,Rural,355150
4978,3,2,3,2000,0,Urban,376400
3964,3,2,2,2012,0,Suburban,319300
1070,1,1,1,1968,1,Urban,136400
1674,5,3,1,1960,0,Urban,224200
779,3,1,3,1951,0,Rural,126750
3170,4,2,1,2011,1,Urban,299300
3052,4,3,2,1969,1,Suburban,295800
2653,5,3,3,2012,1,Urban,308750
4609,1,2,3,1973,1,Suburban,334850
