LotArea,YearBuilt,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,TotRmsAbvGrd,SalePrice
6252,1982,1435,912,3,2,6,315091
10509,2008,1371,651,2,1,10,238706
10074,1981,1745,634,1,5,3,297708
18900,1948,501,1010,1,1,5,192308
18304,1926,893,1459,1,5,10,286885
19523,1905,805,592,1,3,9,191396
6881,1973,1669,443,1,1,8,280033
5269,1965,1029,620,3,4,9,229236
6630,1923,1027,1231,1,1,3,274123
9405,1937,1831,755,3,2,10,335849
16395,1927,1464,1299,1,1,6,319927
11139,1927,1170,496,2,3,3,219584
6574,2016,1863,772,1,3,6,338209
18383,2008,851,1320,3,2,4,255722
16084,2013,1309,373,2,5,7,230735
6695,2002,708,183,2,2,3,113585
8258,1965,1457,31,3,5,3,210065
19821,1960,704,282,2,3,7,140363
8262,1945,1124,835,3,3,4,252937
6445,1968,1220,872,1,5,11,257482
11263,2013,1135,1455,1,1,9,305581
13411,1974,1538,685,3,1,6,290686
5052,1973,1357,461,1,2,9,242523
14949,1942,1951,870,2,3,10,368338
10570,1958,975,983,1,1,10,250319
12579,1901,797,367,1,3,10,173848
6666,1914,1056,657,2,2,7,212097
18548,2002,1617,1275,2,4,9,353795
11901,2004,606,165,1,3,9,129580
7785,1936,1942,999,1,4,4,337306
5719,1970,1801,601,1,3,5,282166
13597,1919,627,1394,3,5,4,249505
19943,1997,958,1126,3,4,5,263898
19757,1934,537,593,1,5,11,159794
11855,1933,697,125,1,5,9,115456
7294,2016,856,37,2,2,6,145733
13263,1985,506,347,1,2,10,119765
19141,1930,1855,1236,1,1,9,357641
19520,1986,1018,1342,3,4,8,272284
15245,1918,693,736,3,1,6,195181
14421,1967,815,733,3,4,7,211154
14759,1923,1524,425,2,2,10,252466
16874,1983,1585,1270,1,2,5,346473
16145,1938,842,647,3,2,5,202436
9482,1991,1100,285,2,4,7,197910
19079,1953,1541,1254,1,2,11,343147
5698,1938,1119,319,1,1,7,183844
12243,1916,1894,511,2,5,3,314602
18488,1918,1321,224,1,4,7,193647
14018,2017,734,505,2,5,11,181717
10918,1947,1592,1130,2,1,9,320076
5348,1934,946,741,3,3,11,236344
10374,1931,1109,1354,2,2,7,307079
17100,1946,507,1028,3,1,5,192049
12869,2009,961,467,1,3,4,181638
5307,1946,1499,937,3,4,11,307388
8416,1963,1834,764,2,1,7,326785
18438,1945,633,162,3,4,3,133510
19248,2002,884,652,1,5,4,198019
15526,2020,555,900,3,5,4,188557
18053,1934,1492,807,1,4,6,279412
9820,1993,1883,81,2,5,8,286783
16001,1916,1637,480,3,5,10,312976
18907,1941,1611,515,1,2,5,265167
8558,2010,637,186,1,4,8,127297
9478,1928,1631,145,3,4,6,251289
16669,1969,1034,1005,3,3,10,277154
11531,1916,643,151,3,2,11,143729
9620,1980,1368,1386,3,1,11,356171
15878,1913,1155,92,3,2,8,186627
7985,1923,555,1054,1,1,4,210293
13112,1956,1119,539,2,4,4,224621
13467,1949,1529,648,1,2,11,280401
7547,1956,1041,601,3,3,7,235501
15956,2000,946,48,3,5,9,191476
5336,1960,1908,1281,2,1,8,379968
15165,2003,1830,540,3,5,11,322563
7979,1938,1373,1433,2,4,7,346537
17768,1954,1138,155,3,4,10,191568
8968,1995,1825,774,1,4,6,335299
5910,1935,1928,545,2,5,9,325055
6996,2013,1110,1463,1,4,11,313791
8129,1936,1336,1260,3,4,4,326792
10447,2011,1279,649,1,5,11,277865
11129,1913,1336,1391,1,4,10,325179
10850,1926,1009,1000,1,1,3,223185
9204,2022,1596,1080,2,2,9,334412
12446,1982,1311,174,2,1,7,187022
16949,1930,1063,1237,2,4,7,280994
13519,2009,764,26,1,4,9,127778
14991,1972,1750,1142,1,4,6,362981
5314,2001,1716,146,3,4,3,240269
16737,1980,1897,867,2,5,8,352961
6134,1982,509,264,3,2,3,107309
15938,1943,801,1426,1,5,3,255600
9876,1967,1882,257,2,5,10,298289
13102,1947,1304,1212,3,4,6,321355
14712,1956,1575,826,1,1,7,292338
13347,1974,598,742,1,1,3,163926
10592,1921,1092,709,1,3,9,222923
6724,1903,1536,1262,2,2,4,339432
8343,1980,1913,1350,2,3,8,405598
5886,1971,856,1093,3,5,11,270400
16265,1945,1427,1048,1,3,4,277006
15997,1958,510,1179,2,3,8,221185
5721,1933,580,218,2,3,7,129057
12678,1910,1784,560,1,2,4,301143
14104,1930,505,1402,1,1,11,219286
8357,1910,1981,891,3,1,4,356094
5870,2019,872,1217,3,3,3,252616
17300,2017,980,1063,3,2,11,249574
11751,1955,721,596,2,1,11,182030
5497,1937,1604,342,2,4,11,252164
6756,2016,1014,502,2,1,10,202189
19573,1920,1583,449,2,1,6,258275
6117,2009,720,335,2,2,11,151400
16601,1993,848,3,1,2,4,123416
7828,1909,727,758,3,1,3,172918
18482,1925,789,516,3,4,9,182481
19292,1990,792,1249,3,4,8,279715
19941,1907,1309,1173,3,3,5,302679
19996,2002,1716,237,1,3,4,246139
6647,1907,1455,102,2,1,10,209301
18878,1959,1997,1198,2,1,6,394701
11992,1971,1780,1009,2,1,8,347376
16175,2018,887,1484,3,4,6,283207
18778,1933,1114,1057,3,5,11,293806
11771,2022,1921,517,1,3,7,320710
5142,1915,865,439,1,3,8,183790
18512,2004,1157,1308,2,5,11,325236
7761,1912,789,224,2,1,8,162638
8435,1986,1832,564,2,3,4,290580
11622,1975,1801,1280,2,4,3,377066
17852,1990,1987,1082,2,5,11,385971
19806,1921,688,245,2,4,4,128939
15623,1995,1417,1237,3,1,4,321335
19003,2020,1701,927,1,3,6,312188
12069,2012,1423,952,1,4,5,291181
9512,1926,1487,818,3,5,9,321249
6848,1963,874,215,2,1,9,165372
19643,1901,1259,1426,2,3,5,309441
7696,2008,1977,282,2,3,5,278815
6717,1996,716,572,1,1,11,170714
18678,1925,1565,1238,1,1,9,331383
8072,1991,693,381,2,1,5,149848
14259,1982,1850,1068,2,4,5,350273
7786,2006,1896,171,3,2,5,277991
19154,1968,1988,1244,2,3,11,407862
18409,1996,662,1408,3,4,10,266271
8791,1983,775,1118,2,5,9,248329
14480,1929,863,43,2,3,10,166329
8871,2008,1274,227,2,2,3,195978
6806,1907,979,573,3,5,11,235155
19475,1937,1188,316,3,3,7,200908
6504,1960,959,730,3,2,7,216938
8308,1980,1788,1358,1,1,7,363973
12117,2007,1038,600,1,2,11,227001
18304,1964,1473,623,2,3,7,276652
10048,1966,1909,466,3,2,4,312722
16143,1945,584,296,3,3,8,138826
13263,1989,1839,544,2,3,9,296166
6690,1994,742,488,2,2,9,176827
18579,1971,1992,1019,2,2,9,378156
14536,1942,1379,214,2,5,4,231048
19442,1958,1865,1025,3,5,8,377896
8303,1945,1700,660,1,4,11,310744
8113,1971,1653,653,3,3,3,297914
14074,1934,1156,801,1,5,5,257804
17426,1938,1606,1230,2,4,8,362198
15854,1991,1883,340,1,3,9,287563
12850,1950,587,703,3,4,4,161605
11416,1903,1241,406,3,5,10,246633
6504,2020,1484,852,3,4,8,306370
15655,1979,970,305,3,2,11,187799
15745,1976,1877,1492,3,4,11,434132
13924,1983,915,873,3,1,11,234807
14940,1950,1574,494,2,1,11,277508
8924,1904,1181,1284,1,4,4,308698
13615,1954,1586,577,2,1,9,283683
16670,2000,1612,1387,1,4,7,355939
14783,1919,1713,540,1,4,11,295318
9485,1923,1398,767,1,4,3,268095
17629,1935,1100,895,3,1,9,263938
18233,1933,1871,454,3,3,7,313001
17901,2021,1699,1167,3,4,11,363403
13100,2008,1887,1215,1,4,9,388177
13684,2011,1275,1376,1,2,6,347541
5191,1953,1400,298,1,2,10,231910
13690,1933,982,1483,2,5,11,307680
9917,1982,1642,426,3,1,11,292215
10831,1916,668,715,3,3,6,180619
14448,1904,646,756,3,4,8,210006
15160,1988,1960,30,2,4,6,270508
9322,1917,938,331,2,1,3,170713
18682,1954,1387,1434,2,5,8,344955
15378,1952,1712,51,1,5,10,255082
11999,1949,659,1407,2,2,8,255292
14008,1971,1313,242,1,1,5,210035
16412,1990,901,774,1,5,10,222056
12282,1978,1085,685,3,5,11,263684
14665,1944,1363,1440,3,3,3,342028
14278,1912,1541,1498,2,2,8,345670
17391,1915,639,1415,1,2,10,252244
6874,1985,1638,1412,1,2,4,332541
14062,1983,827,572,1,5,6,175013
9763,1912,724,871,3,4,3,203910
15234,1919,1057,699,3,5,6,220991
13464,1965,938,1492,3,5,4,291868
14221,1998,885,1431,3,1,5,276168
16410,1946,1020,518,3,2,6,206166
19519,2018,1776,1212,3,2,5,355837
17261,1918,1119,594,2,3,8,229903
6051,1944,1621,1374,2,2,9,379449
17225,1936,1286,282,2,5,9,224508
14765,2021,1594,1180,2,1,3,322873
16382,1953,1050,598,1,3,7,217581
17580,1905,946,147,3,5,5,157830
12538,1913,1613,69,3,5,3,247171
12411,1903,1953,1393,2,3,3,410580
16989,1985,1742,233,1,5,4,279649
16481,2014,606,678,2,5,10,190514
11320,1954,1999,635,3,1,6,322849
16939,2002,1415,466,2,1,5,249525
7105,1999,1977,556,1,1,10,304988
18580,1933,1403,893,3,2,4,298748
5307,1926,1043,835,1,3,11,246119
12737,1906,1649,1310,2,1,6,348925
8359,1902,1670,617,3,5,11,310029
18264,1946,779,1317,1,2,3,240404
8176,1996,523,133,1,3,7,115423
6251,1901,1451,7,1,1,9,182344
10366,2005,619,27,3,1,6,111088
15939,1979,1820,782,3,3,7,342627
6517,1924,1354,1333,2,1,11,319918
11226,1959,1515,540,2,3,8,288251
10305,1978,1443,626,3,3,8,287852
19587,1923,1605,1057,1,5,4,319370
14570,1914,947,6,3,3,3,146515
10869,1994,1495,39,3,4,6,212701
13039,1913,1993,1353,3,1,5,398620
19007,1953,1946,908,3,5,9,356753
19330,1977,1547,61,2,2,9,226287
9891,1905,1584,1109,2,4,8,326376
9992,1977,583,1139,1,3,7,201975
6961,1980,724,1320,3,2,5,254252
17497,1917,685,378,3,2,6,156154
7863,1919,874,321,2,2,7,157940
15848,2014,571,732,2,2,6,154951
15686,1961,573,1418,3,5,5,256283
11603,1980,1864,1380,2,5,4,401644
18255,1979,652,838,3,2,7,207302
9567,1939,595,418,1,4,4,148508
11513,1938,944,1359,1,1,4,268716
9005,1951,1633,19,1,1,4,212216
16755,1931,1981,411,3,5,4,311228
14114,2007,1327,548,2,4,10,262041
17424,1972,1574,1282,1,4,9,342656
17654,1926,876,604,3,3,11,215947
16151,2009,1264,356,1,5,5,200496
5183,1951,1596,200,1,4,3,240698
12755,1996,711,1434,2,4,8,269000
8358,1962,1955,1311,3,1,11,396975
11615,1973,1223,1071,2,4,3,281067
14590,1962,1691,764,2,4,3,306198
11797,1916,1274,1393,2,2,6,337098
15988,2012,830,230,1,1,3,134004
13728,1948,1250,1118,1,1,11,294713
12678,1999,1666,302,1,2,8,262179
10698,1980,1968,1241,3,1,7,389575
6273,1981,1323,386,2,3,7,245569
16159,2015,893,714,1,3,4,201758
11653,1922,1011,924,2,5,5,226462
19965,1997,1185,1114,2,1,9,284944
16241,1971,1120,57,2,1,6,187070
6096,1912,1851,433,2,3,8,295429
14497,1922,1103,521,2,5,10,233684
14107,1956,1782,767,1,5,3,309948
16273,1961,1960,828,3,3,8,356421
13002,1953,1217,482,3,3,3,235784
9247,1919,848,366,3,2,10,187059
14220,1985,1014,888,3,5,6,255760
10314,2010,1972,1430,2,5,7,419846
15169,1951,898,1354,1,2,4,260782
8354,1922,713,1258,1,3,5,237952
15703,2004,1061,882,2,2,9,260928
5270,1934,1812,410,2,2,9,292521
6186,1966,1782,182,1,4,10,272118
17747,1933,757,1310,1,5,5,240547
17392,1932,1911,1146,3,3,4,367522
16956,1945,1193,157,3,4,4,207846
18998,1980,1788,1346,3,4,8,400540
11305,1944,1836,12,1,4,4,251561
7398,1918,1563,565,3,3,6,291117
17721,1993,1497,871,1,2,11,302941
11995,1986,1319,554,1,3,5,240657
17427,1914,709,677,2,5,3,180275
18782,2022,771,862,1,5,4,209260
12299,2020,1659,617,2,2,9,284038
9182,1977,1098,203,2,3,11,183974
14903,1965,1583,956,1,2,11,310553
7230,1938,1538,301,1,2,6,253959
11511,2012,1522,1066,3,3,10,333160
5128,1917,754,794,1,5,3,199452
14461,1969,1236,596,3,3,8,241783
8672,1958,1221,728,3,5,10,267719
14793,1931,1034,505,1,1,4,185589
9765,1920,1758,638,3,1,10,300326
8970,1939,1654,190,2,1,6,234498
12545,1991,1523,898,2,4,4,286439
17436,1926,516,59,1,5,6,101857
18272,1901,1381,1489,1,5,10,364304
18139,1996,1453,1402,1,3,6,336992
10552,1979,1325,1452,2,5,10,354178
5627,1938,1491,61,3,3,9,224253
16989,1985,1377,301,2,4,7,239947
18780,1955,684,637,3,3,10,188328
11589,2006,1914,998,3,1,4,370175
7044,2010,1946,171,1,3,5,270640
16744,1912,1965,62,1,3,6,284591
18171,1955,1535,771,1,3,7,275576
7341,1965,579,15,2,5,7,111235
10884,1977,1308,690,2,2,3,242269
16406,1955,801,841,2,2,3,206961
13185,2001,1739,1124,1,2,3,325753
5249,2004,1771,1199,1,5,7,356598
7925,1927,1795,1216,3,1,4,356172
10043,1963,632,898,3,2,5,188766
5974,1970,1528,1296,1,2,10,341074
14517,1981,1255,1490,2,4,10,324204
12192,1963,1128,932,1,4,4,257926
14175,1955,1509,174,2,1,10,238274
14080,1940,1272,1257,1,3,11,293920
16129,2018,640,1239,1,3,8,240049
15309,1999,982,416,3,4,3,182073
7672,1940,1828,450,2,4,5,291204
18162,1999,844,835,2,1,7,211500
12279,2007,1793,279,1,1,5,257125
12531,1903,1631,243,3,5,5,249742
14518,1956,973,674,1,3,11,213390
13662,1929,1605,145,1,5,7,239856
6987,1987,1607,1090,2,2,10,334294
5090,1983,1813,102,1,1,9,248110
13721,1945,1594,309,3,3,6,253711
17948,1955,674,116,1,3,5,121653
9059,1930,1341,1495,3,5,5,350108
18026,1987,1986,762,2,4,4,328977
7773,1906,1918,1344,2,4,7,401266
18159,1989,1365,1458,1,1,4,335415
14878,1976,1614,1393,3,4,4,369994
13383,1953,968,737,2,2,6,232087
15178,1907,1957,186,3,3,8,276849
16815,1954,1772,784,2,4,8,324684
12409,1968,1143,1492,2,1,10,338447
15377,1943,1180,706,3,2,8,254189
9440,1912,1454,875,3,5,8,294179
12347,1992,1348,795,3,5,6,288251
6008,1919,740,472,2,2,7,163775
8783,1977,1201,555,3,1,9,243803
11646,1931,839,1477,1,5,11,287924
9298,1959,1292,1469,3,3,6,347154
9668,1949,1243,681,2,3,3,240590
9287,1926,1994,93,3,1,8,285440
7052,2019,962,735,3,1,4,228613
11009,1924,1300,789,3,3,9,278788
16500,1951,1798,37,1,1,8,231737
6716,1967,514,781,2,2,11,167971
5310,1920,1564,481,1,1,8,272233
19884,1917,707,110,1,3,8,103941
19391,1938,1583,409,2,4,6,257367
9538,1914,864,1191,2,1,11,286625
6260,1952,1763,396,3,5,5,287652
18157,1937,1107,1150,2,2,3,273077
8932,1947,659,41,3,2,10,116419
16460,1951,896,40,1,2,10,146982
5584,1987,1293,398,3,5,3,238580
18882,1971,999,181,2,5,11,181424
15991,1927,708,1204,3,2,4,235251
18825,1984,1656,743,1,2,8,288634
12616,1915,1904,717,2,2,11,332872
13551,2017,932,463,2,1,8,187208
19011,1915,1108,1073,3,5,9,307799
7866,1934,888,1431,3,3,11,281334
19365,1916,1496,1424,3,1,7,359185
10898,1972,1082,1169,1,3,3,276429
7011,2020,931,297,1,1,11,168291
11251,1998,1797,144,2,1,9,267749
9939,1951,850,15,2,3,10,153188
9006,1992,633,1108,1,2,4,225554
6625,2002,1589,1239,3,3,7,370711
15956,1981,1138,1075,3,4,10,269708
5890,1911,1728,106,1,5,9,250863
19279,1982,1821,218,3,4,9,289661
11078,1947,616,934,1,1,6,188665
18247,1921,1790,336,3,3,4,288291
18756,2022,648,920,3,2,5,203568
12036,2019,1717,370,2,2,11,283901
18749,1948,678,997,3,4,6,221435
13923,1951,647,809,3,4,3,195454
8961,1978,964,253,1,1,6,166878
17893,1900,1475,1428,1,5,10,365023
7504,1965,1068,579,1,1,10,189123
13806,1963,1528,635,1,2,4,254119
8806,1907,1025,1053,3,3,6,265289
11100,1985,779,184,1,4,9,152593
6719,1924,998,1312,2,2,10,291916
17961,1965,1335,1382,1,1,3,294609
18558,2014,935,473,3,5,10,201250
11686,1972,1315,984,2,3,3,284120
6587,1972,1739,1423,3,5,8,403743
12000,1976,1186,983,2,1,7,270474
14803,1969,1327,1156,2,1,9,306639
5896,1993,1468,501,2,2,8,262033
10558,1978,1660,873,3,3,3,323384
13469,1950,1111,1100,2,1,8,253559
9647,1952,1094,349,3,2,5,191668
14828,1914,1803,59,2,1,8,255963
15350,1949,631,1478,1,2,9,249999
7432,1970,892,878,1,5,8,231414
8904,2021,980,464,2,2,11,196358
18048,1974,1127,310,2,5,11,208385
16454,2003,918,1114,1,4,10,260365
11837,1937,1725,930,1,1,7,310085
6449,1939,1151,964,3,4,5,273685
9500,1965,1157,1321,1,3,6,289886
10454,2014,961,1348,3,4,10,278516
14424,2011,1725,279,2,2,11,281798
9117,1938,651,710,3,2,10,206293
13869,1973,721,966,2,3,5,214238
15850,2007,578,1141,3,3,9,227827
7028,1916,1723,694,3,1,10,309487
18519,1906,598,909,3,2,5,207931
19343,2017,1411,566,2,3,3,267226
11845,2003,712,270,2,4,9,154603
8758,1938,1666,1124,3,2,5,356282
10904,1967,1201,1411,2,3,3,311089
9624,1934,1912,1309,3,1,9,396032
15229,1950,1897,979,2,5,9,369898
15841,1946,1575,1076,3,2,6,325890
18964,1935,1466,840,1,2,4,296934
13848,1963,634,1003,1,2,7,212465
5165,1994,910,239,3,2,11,167382
18136,1988,1993,1237,2,5,8,407152
9591,2004,1635,360,3,5,11,285745
5589,1912,1284,1387,1,1,3,312946
9524,1917,1567,733,1,2,4,279118
7821,1920,1920,851,3,3,8,347712
17450,2011,760,859,1,4,5,194319
11509,1964,1242,700,3,2,4,244128
12693,1999,1044,1350,1,5,8,301565
14454,2013,887,835,2,1,9,227116
5071,1907,1999,1499,2,2,6,434440
16708,2015,1933,822,2,1,11,322520
17942,1947,515,96,3,3,5,122259
8580,1984,1161,326,3,3,4,182913
12962,1942,601,72,2,3,7,118287
5268,2015,1709,993,2,3,11,349071
14968,1952,1450,1279,2,4,3,319993
7462,2016,1430,1193,1,1,8,317343
14460,1984,524,993,2,2,10,192116
6015,1926,1595,332,1,4,9,272516
15914,1918,517,1180,2,2,8,200122
14275,1922,1069,1442,3,5,5,317615
17293,2014,1516,457,2,4,11,280273
18269,1949,1855,733,1,4,7,310371
19905,1950,1620,875,2,5,3,301805
12984,1942,1330,857,1,4,11,276540
5406,1998,1535,98,2,1,11,212781
12384,2003,1534,731,1,3,3,286828
11049,2015,662,924,1,2,9,205020
11169,1950,1806,243,2,5,11,294404
12982,2005,1371,1464,2,3,4,345709
16268,2011,1334,1217,3,4,8,326992
5985,1968,1764,1398,3,1,3,359257
16795,2015,1356,661,3,4,5,262192
9485,1940,1568,1005,1,5,7,332650
13901,1971,1469,366,1,4,9,244629
7618,1910,1092,1178,3,1,7,282036
18759,1979,754,498,3,4,10,197064
18041,2002,566,1481,2,4,7,263653
11289,2010,1417,112,3,4,8,243042
14603,1987,1113,944,1,4,4,253213
11928,1984,1473,1047,2,1,7,305011
10368,1951,1102,282,3,2,9,198870
9621,1922,1565,1315,3,3,3,343922
14677,1948,883,1386,3,5,11,295969
19348,1937,1757,400,2,2,11,282835
16142,1946,1465,567,2,1,10,275753
19719,1971,984,1289,2,5,11,286671
17843,1906,538,1077,3,5,7,233699
16126,1965,510,713,2,4,9,142366
12566,1993,1123,421,2,3,3,201455
17306,1976,908,848,2,3,9,239981
9670,1961,607,1497,2,1,11,246691
12658,1986,1617,1266,1,2,5,332661
6003,1928,583,1377,3,4,11,262264
15658,1937,557,1411,2,3,7,247835
12504,2000,1816,1201,1,4,11,368505
7466,1983,1539,474,1,2,10,262024
15130,1932,1490,404,3,5,9,281381
6939,1928,1337,35,3,2,8,202909
6635,2013,1104,357,2,5,4,190130
14890,1978,1468,557,3,2,9,255906
13095,1922,664,1350,3,4,4,253657
11265,2005,936,1067,3,2,8,265087
17719,1902,1226,319,3,3,8,229968
15283,2000,902,737,2,3,11,236996
6895,2019,1909,657,1,1,6,317172
19231,1992,1661,471,3,3,11,292620
18628,1944,1215,1292,1,3,4,300155
11524,1907,1313,524,1,5,7,249858
17432,1985,1221,24,1,4,5,170099
16590,2016,1030,639,3,4,8,232994
19698,1928,792,1180,3,5,4,241325
6073,1901,1998,875,2,3,11,332216
10184,2004,1522,1208,3,2,6,333663
7402,2012,961,173,3,5,9,187633
9895,2022,1896,1417,3,4,7,393065
12331,1949,1685,185,1,1,10,256082
16404,2008,1141,1304,2,4,6,306978
17229,1964,543,1000,1,2,9,186263
14343,2007,1606,1318,2,4,7,377887
15637,1919,1391,527,3,5,5,254226
6956,1951,1135,1211,3,1,10,280219
12023,1984,1038,1435,1,4,8,305780
17750,1936,1361,971,1,5,6,302555
19062,1971,1018,683,1,5,11,248641
19333,1926,1934,185,2,5,11,298216
8907,1946,1864,574,1,1,4,306515
5807,2022,1210,1324,3,5,11,324331
13378,1998,588,308,2,1,6,132263
19031,1905,1753,1212,2,2,11,386862
9827,1959,1541,1434,3,2,10,393350
19223,1944,1172,537,1,2,5,209135
18501,1943,1363,1410,1,5,9,357227
18699,1982,1389,857,3,1,4,269005
9524,1917,1804,192,3,2,4,258553
14499,2019,921,1186,3,3,6,260839
7284,1964,1375,52,3,2,9,218261
10313,1924,1201,474,2,5,6,229660
18598,1926,837,173,2,3,4,130349
18058,1906,765,1219,1,4,4,243585
5757,1943,1302,1234,2,3,7,326078
17423,2005,1878,699,2,4,5,328704
9887,1928,859,389,2,3,5,179903
8854,1994,1513,1331,3,1,3,331017
17458,1943,716,456,2,3,5,170213
15398,2006,820,1354,1,2,6,249755
19536,1935,1349,1352,2,4,8,336304
8558,1918,1218,1052,3,4,8,285705
14772,1905,1491,121,2,2,7,209297
5961,1924,1735,1481,1,1,6,365974
8847,1930,1452,417,2,3,8,246713
11726,1908,1726,158,1,1,7,246420
8575,1983,1216,597,3,2,3,224641
14067,1973,1484,515,1,3,4,278065
7418,1936,1395,1025,1,2,11,300181
9198,1926,1676,1325,3,4,6,359850
6001,1912,1952,1102,1,4,8,355542
10244,1940,786,658,2,4,7,214917
16576,1965,1256,677,2,5,4,256063
12119,2013,1844,314,1,5,3,268469
9066,1984,1959,327,2,4,3,292485
7845,1996,995,275,2,5,3,170838
14673,1923,1672,715,3,5,8,326489
16493,2016,1041,451,1,2,9,219498
13849,1943,1134,485,2,3,9,212738
10316,2005,1849,1130,1,4,11,381241
15972,1997,1438,566,1,5,5,259478
5422,1959,1552,245,2,2,11,243765
11715,1908,1782,934,3,2,3,331098
16873,1901,1197,888,3,3,4,253445
9266,2018,574,163,1,2,9,117241
12549,1955,997,526,3,1,4,201878
11316,1929,1939,0,2,1,6,263856
7710,1921,1221,862,2,4,4,264748
13644,2009,1863,136,3,3,4,259232
15589,1974,807,150,3,1,3,142479
13069,2018,1203,1203,1,3,11,292224
15167,2006,1383,1003,3,4,5,302580
6657,1980,1764,1041,1,2,3,323074
7541,1999,752,1248,2,2,8,256756
11763,1912,1435,1128,3,2,10,318965
8075,1970,1743,998,1,1,9,356005
8164,1915,896,697,1,3,9,204090
16158,1996,1485,1088,1,1,4,308547
7053,1944,1859,332,1,5,6,294373
13479,1964,1552,371,2,3,8,245346
10737,1910,993,1230,3,4,4,257564
8217,1969,1458,1252,1,1,7,312056
17046,1919,1677,580,3,2,7,296144
6447,1998,1491,1165,3,2,5,316832
11009,2007,1754,685,2,2,4,294802
5607,1962,601,708,3,1,9,195344
9552,2000,1326,1354,2,1,10,322053
6764,2004,676,927,2,2,6,210822
14417,1989,1483,739,1,2,6,271646
14427,2021,1426,270,2,2,11,233913
14221,1911,731,710,1,5,6,186095
7671,1961,511,324,2,1,5,114912
11519,1993,1709,989,2,2,3,311937
8962,1991,1260,797,3,4,5,258963
17734,1990,1431,919,1,2,7,281165
18122,1941,765,546,3,1,4,178886
8177,1982,1658,1092,2,4,7,359374
8722,1968,1256,907,1,1,11,284252
9906,1957,1554,211,2,1,8,233486
18712,1904,955,1405,2,1,5,267851
12263,2004,758,1443,3,3,7,272069
18699,1926,1627,596,1,4,3,281683
10054,1927,930,47,1,5,10,155931
14667,1925,1905,230,1,5,11,301219
16088,1990,968,578,2,3,7,195818
5808,2015,1730,949,1,1,11,332281
14170,1948,1146,1112,2,5,10,292896
15655,2005,946,931,2,4,10,246490
5725,1920,1282,51,2,2,4,176186
15693,1900,1612,421,1,4,7,251640
16554,2017,694,610,3,1,10,168027
12701,1991,1937,445,2,4,5,326901
6216,2011,1645,960,3,1,3,304247
9051,2021,961,130,1,4,6,151481
7197,1957,1639,599,1,3,6,275753
19191,1978,695,373,1,4,6,144727
7806,1954,535,550,1,5,6,172618
13970,1980,566,529,1,2,11,158298
5972,1925,1144,1128,3,3,3,274808
16002,1983,1804,386,1,4,11,293468
10634,1924,1534,335,1,1,9,251185
18704,1976,821,735,1,3,7,211907
12483,1932,739,1140,1,5,4,234978
7123,1988,1516,1024,1,2,6,325581
13790,1971,1583,895,2,2,6,299470
16533,1968,1149,537,2,4,6,222720
5224,1905,1061,1459,3,5,4,313065
18841,1922,664,495,1,5,10,172698
19448,2015,1330,1035,3,2,6,289528
19586,1929,688,1317,3,2,11,267867
14032,1977,591,507,1,5,4,155446
6814,1953,788,680,1,2,9,186229
18001,1986,1598,564,2,1,7,271337
6106,1910,1951,780,1,2,7,347289
5124,1930,1908,759,2,1,9,330070
8246,1905,1576,127,3,2,6,225469
18380,1910,674,1099,3,3,5,212878
7931,1976,973,1292,2,3,11,267571
18567,1911,1884,145,2,3,5,265338
19038,2017,769,1426,1,1,7,231253
17317,1965,906,498,2,1,4,172237
19616,1952,1647,965,2,4,9,357207
7971,1998,1193,559,1,4,9,226168
7017,2018,875,1222,3,2,7,269621
12415,1935,1915,923,2,1,10,357163
7415,1916,681,402,1,3,11,172218
17782,1927,535,975,1,3,6,180359
8096,1991,1735,1232,2,3,4,358856
6609,1921,633,341,3,2,4,136395
5717,2001,1364,1071,1,1,6,291533
8561,1906,1423,540,2,2,8,245508
14208,1914,1189,1199,3,5,8,302097
16757,1995,990,510,2,5,4,189028
18625,1910,1340,18,1,4,3,174060
17893,1923,1487,494,1,1,4,245055
17662,1966,1961,354,1,3,10,323838
11782,1929,1338,558,2,1,7,253841
15152,1969,1569,344,1,4,5,252209
6048,2021,1167,1083,2,3,11,283810
14549,1965,1924,687,3,2,9,323662
16618,1960,1519,228,3,3,10,235008
13307,1977,931,146,3,5,8,172027
15287,1940,1951,1321,3,2,9,424788
12905,1981,1247,1356,1,3,5,315965
14993,1950,1327,331,1,2,3,211538
15338,1943,1016,432,2,5,3,218771
10578,1994,961,398,3,5,3,192246
18834,1912,1465,835,3,1,9,300679
